cod_modelo_color,des_agrup_color_eng,des_sex,des_age,des_product_category,des_product_type
53090599-99,GREY,Female,Adult,Tops,Top
53015011-99,GREY,Female,Adult,Outerwear,Puffer_coat
53020816-02,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53000843-99,GREY,Female,Adult,Tops,T-Shirt
53000890-02,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53020932-85,PINK,Female,Adult,Tops,Top
53073750-30,BROWN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
51087016-99,GREY,Female,Adult,Outerwear,Coat
53083046-99,GREY,Female,Adult,Outerwear,Jacket
53043767-09,WHITE,Female,Adult,Bottoms,Skirt
53025747-79,RED,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
51043050-05,WHITE,Female,Adult,Bottoms,Skirt
53005769-05,WHITE,Female,Adult,Tops,Sweater
53035033-CU,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Shoes
57027105-69,BLUE,Female,Adult,Tops,Blouse
57055909-99,GREY,Female,Adult,Tops,T-Shirt
57095915-99,GREY,Female,Adult,Tops,Cardigan
57085920-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Bracelet
53191158-46,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Ring
57064383-99,GREY,Female,Adult,Tops,Bodysuit
57055129-37,BROWN,Female,Adult,Tops,Sweater
57007702-08,WHITE,Female,Adult,Tops,Sweater
57007700-45,GREEN,Female,Adult,Tops,Sweater
57027888-01,WHITE,Female,Adult,Tops,T-Shirt
57069203-43,GREEN,Female,Adult,Tops,Top
57047703-74,RED,Female,Adult,Tops,Blouse
47010414-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Ring
57010636-52,BLUE,Female,Adult,Bottoms,Trousers
57050115-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Necklace
57082509-05,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Belt
57040260-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57030250-20,ORANGE,Female,Adult,Tops,Cardigan
57010763-05,WHITE,Female,Adult,Tops,Top
57054392-91,GREY,Female,Adult,Outerwear,Trenchcoat
57025140-TO,BLUE,Female,Adult,Bottoms,Jeans
57002888-01,WHITE,Female,Adult,Tops,Top
57084389-30,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Ankle_boots
57022525-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57001057-70,RED,Female,Adult,Tops,T-Shirt
57001508-30,BROWN,Unisex,Adult,Home,Basket
57093801-30,BROWN,Female,Adult,Outerwear,Blazer
57050487-01,WHITE,Female,Adult,Tops,Blouse
57096715-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Ankle_boots
57077723-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Shoes
57044434-52,BLUE,Female,Adult,Bottoms,Skirt
57086020-02,WHITE,Female,Adult,Tops,Top
57099082-08,WHITE,Female,Adult,Tops,Shirt
57049108-99,GREY,Female,Adult,Tops,Blouse
57037126-05,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
43073754-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Necklace
43075810-99,GREY,Female,Adult,Tops,Bodysuit
43015805-02,WHITE,Female,Adult,Tops,T-Shirt
41069066-05,WHITE,Female,Adult,Outerwear,Jacket
53060610-37,BROWN,Female,Adult,Tops,T-Shirt
53080611-15,YELLOW,Female,Adult,Tops,Sweater
53079062-95,GREY,Female,Adult,Outerwear,Puffer_coat
53073038-01,WHITE,Female,Adult,Bottoms,Trousers
51011028-70,RED,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
51083766-43,GREEN,Female,Adult,Bottoms,Leggings
51041120-43,GREEN,Female,Adult,Bottoms,Trousers
53013796-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57055937-01,WHITE,Female,Adult,Tops,Blouse
57007692-05,WHITE,Female,Adult,Tops,Sweater
57045946-70,RED,Female,Adult,Outerwear,Coat
57010083-70,RED,Female,Adult,Accesories_Swim_and_Intimate,Kerchief
57022509-01,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Trainers
57002513-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Shoes
57000156-02,WHITE,Female,Adult,Bottoms,Shorts
57000199-03,WHITE,Unisex,Adult,Home,Jug
57010260-99,GREY,Female,Adult,Tops,Top
57040323-52,BLUE,Female,Adult,Tops,Top
57025957-01,WHITE,Female,Adult,Tops,T-Shirt
57064010-TC,BLUE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57014404-08,WHITE,Female,Adult,Tops,T-Shirt
57084404-88,PINK,Female,Adult,Outerwear,Blazer
57045966-TN,GREY,Female,Adult,Bottoms,Jeans
57035796-05,WHITE,Female,Adult,Tops,Cardigan
57064028-37,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Totes bag
57073814-99,GREY,Female,Adult,Bottoms,Skirt
57006016-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57006020-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57007737-99,GREY,Female,Adult,Tops,Sweater
57004438-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Handbag
57077740-92,GREY,Female,Adult,Outerwear,Coat
57076024-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Shoulder_bag
57028276-49,GREEN,Female,Adult,Tops,T-Shirt
57077753-05,WHITE,Female,Adult,Tops,T-Shirt
57048279-99,GREY,Female,Adult,Bottoms,Trousers
43003725-TN,GREY,Female,Adult,Bottoms,Jeans
43080787-35,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Bracelet
51090485-70,RED,Female,Adult,Bottoms,Trousers
51020621-85,PINK,Female,Adult,Tops,Top
53070698-08,WHITE,Female,Adult,Outerwear,Overshirt
53030780-08,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
51013711-02,WHITE,Female,Adult,Tops,Shirt
53010841-99,GREY,Female,Adult,Tops,T-Shirt
53040620-28,ORANGE,Female,Adult,Accesories_Swim_and_Intimate,Handbag
51043731-99,GREY,Female,Adult,Outerwear,Coat
53000928-15,YELLOW,Female,Adult,Tops,Top
53050583-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53003757-09,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Beanie
53049069-99,GREY,Female,Adult,Outerwear,Coat
53001120-20,ORANGE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57015909-05,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Scarf
57075906-92,GREY,Female,Adult,Bottoms,Trousers
57045912-30,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Ankle_boots
57035931-75,RED,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57096304-09,WHITE,Female,Adult,Tops,T-Shirt
57027890-05,WHITE,Female,Adult,Tops,Sweater
57039049-08,WHITE,Female,Adult,Outerwear,Trenchcoat
57057697-99,GREY,Female,Adult,Tops,Shirt
57039087-16,YELLOW,Female,Adult,Tops,Sweater
53005785-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Handbag
47007650-08,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Totes bag
57030002-20,ORANGE,Female,Adult,Accesories_Swim_and_Intimate,Hat
47065858-CU,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Belt
47005869-50,BLUE,Female,Adult,Tops,Shirt
47005934-32,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Sandals
47087877-94,GREY,Female,Adult,Tops,Top
57040044-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57054386-05,WHITE,Female,Adult,Outerwear,Puffer_coat
47017134-30,BROWN,Female,Adult,Tops,Top
57002879-TC,BLUE,Female,Adult,Bottoms,Shorts
57000265-12,YELLOW,Female,Adult,Accesories_Swim_and_Intimate,Sunglasses
57023775-06,WHITE,Female,Adult,Outerwear,Trenchcoat
57050304-20,ORANGE,Female,Adult,Accesories_Swim_and_Intimate,Shoulder_bag
57040749-33,BROWN,Female,Adult,Bottoms,Skirt
57040383-52,BLUE,Female,Adult,Tops,Shirt
57042515-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Sandals
57062881-01,WHITE,Female,Adult,Bottoms,Skirt
57043797-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Sandals
57082887-99,GREY,Female,Adult,Bottoms,Skirt
57041000-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57023808-57,BLUE,Female,Adult,Tops,Blouse
57063805-93,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57001126-02,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57034414-32,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Sunglasses
57084411-92,GREY,Female,Adult,Accesories_Swim_and_Intimate,Pyjama_Trousers
57095793-81,PINK,Female,Adult,Tops,Cardigan
57075978-99,GREY,Female,Adult,Tops,Shirt
57015802-30,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Citybag
57036012-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Boots
57082896-02,WHITE,Female,Adult,Tops,Shirt
57037720-28,ORANGE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57087725-43,GREEN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57054783-31,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Ankle_boots
57077758-05,WHITE,Female,Adult,Outerwear,Coat
43013751-08,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Handbag
53030613-07,WHITE,Female,Adult,Tops,Top
53020667-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Glasses
53070722-30,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Handbag
53023719-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
51093729-77,RED,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53040892-CO,BROWN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
51030981-43,GREEN,Female,Adult,Tops,Blouse
53065725-17,YELLOW,Female,Adult,Outerwear,Puffer_coat
53033749-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Glasses
53027016-52,BLUE,Female,Adult,Outerwear,Jacket
53047019-02,WHITE,Female,Adult,Tops,Blouse
53015742-74,RED,Female,Adult,Tops,Sweater
53085765-OR,WHITE,Female,Adult,Tops,Top
57005937-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57005946-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57085929-19,YELLOW,Female,Adult,Dresses_jumpsuits_and_Complete_set,Jumpsuit
57055130-02,WHITE,Female,Adult,Tops,Blouse
57004386-37,BROWN,Female,Adult,Tops,T-Shirt
57057885-02,WHITE,Female,Adult,Tops,T-Shirt
57006712-43,GREEN,Female,Adult,Tops,Sweater
57039071-TO,BLUE,Female,Adult,Bottoms,Skirt
47024005-99,GREY,Female,Adult,Outerwear,Blazer
47003773-01,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Shoulder_bag
57020043-52,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Handbag
47068254-02,WHITE,Female,Kids,Tops,T-Shirt
57042881-05,WHITE,Female,Adult,Tops,Sweater
57075955-11,YELLOW,Female,Adult,Outerwear,Overshirt
57054763-05,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Scarf
57050474-50,BLUE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57010494-99,GREY,Female,Adult,Tops,Top
57050482-20,ORANGE,Female,Adult,Tops,Top
57055800-07,WHITE,Female,Adult,Bottoms,Jeans
57017721-05,WHITE,Female,Adult,Tops,Top
57067719-75,RED,Female,Adult,Dresses_jumpsuits_and_Complete_set,Jumpsuit
57027736-95,GREY,Female,Adult,Bottoms,Trousers
57097742-35,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Tights
57018271-99,GREY,Female,Adult,Outerwear,Jacket
67040376-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Totes bag
57037755-59,BLUE,Female,Adult,Tops,T-Shirt
57097758-09,WHITE,Female,Adult,Outerwear,Coat
43050937-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Necklace
53080510-28,ORANGE,Female,Adult,Accesories_Swim_and_Intimate,Handbag
51040588-01,WHITE,Female,Adult,Bottoms,Skirt
53050602-TN,GREY,Female,Adult,Bottoms,Shorts
53043027-02,WHITE,Female,Adult,Bottoms,Shorts
53080778-01,WHITE,Female,Adult,Tops,Top
53080871-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Sandals
53090913-52,BLUE,Female,Adult,Bottoms,Skirt
53045718-49,GREEN,Female,Adult,Tops,Sweater
53055014-70,RED,Female,Adult,Outerwear,Leather_Jacket
51003746-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53033770-85,PINK,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53063785-28,ORANGE,Female,Adult,Accesories_Swim_and_Intimate,Handbag
53043795-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57005910-18,YELLOW,Female,Adult,Accesories_Swim_and_Intimate,Scarf
57005529-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57064002-99,GREY,Female,Adult,Bottoms,Trousers
53073776-76,RED,Female,Adult,Tops,T-Shirt
57057889-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57028264-91,GREY,Female,Adult,Tops,Sweater
47043270-TN,GREY,Female,Adult,Bottoms,Jeans
47017111-05,WHITE,Female,Adult,Bottoms,Trousers
57000030-59,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Umbrella
57050054-43,GREEN,Female,Adult,Accesories_Swim_and_Intimate,Belt
57010037-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Sandals
47035879-95,GREY,Female,Adult,Bottoms,Trousers
57010714-14,YELLOW,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57050254-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57010291-TC,BLUE,Female,Adult,Bottoms,Shorts
57000404-15,YELLOW,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57022882-01,WHITE,Female,Adult,Tops,T-Shirt
57032882-99,GREY,Female,Adult,Tops,Top
57023803-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57020462-20,ORANGE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57050488-88,PINK,Female,Adult,Tops,Shirt
57013809-05,WHITE,Female,Adult,Tops,Sweater
57013807-99,GREY,Female,Adult,Tops,Sweater
57064410-09,WHITE,Female,Adult,Bottoms,Skirt
57056309-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57065791-76,RED,Female,Adult,Tops,Top
57015795-99,GREY,Female,Adult,Tops,Sweater
57075985-99,GREY,Female,Adult,Outerwear,Jacket
57095985-43,GREEN,Female,Adult,Tops,Blouse
57041179-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57083817-70,RED,Female,Adult,Outerwear,Jacket
57055795-70,RED,Female,Adult,Tops,T-Shirt
57057725-05,WHITE,Female,Adult,Bottoms,Skirt
57007742-37,BROWN,Female,Adult,Tops,Sweater
57084434-05,WHITE,Female,Adult,Outerwear,Jacket
57068267-78,RED,Female,Adult,Outerwear,Blazer
57046018-56,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Pyjama_Trousers
57075806-43,GREEN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57019096-99,GREY,Female,Adult,Outerwear,Blazer
57097751-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Socks
57057758-05,WHITE,Female,Adult,Tops,Blouse
53000578-01,WHITE,Female,Adult,Bottoms,Jeans
53070520-02,WHITE,Female,Adult,Bottoms,Shorts
53063709-07,WHITE,Female,Adult,Bottoms,Skirt
53053715-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53000578-TU,GREY,Female,Adult,Bottoms,Jeans
53045736-09,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Jumpsuit
53061093-99,GREY,Female,Adult,Tops,Bodysuit
53033787-92,GREY,Female,Adult,Accesories_Swim_and_Intimate,Boots
53025751-05,WHITE,Female,Adult,Tops,Sweater
53000586-07,WHITE,Female,Adult,Bottoms,Jeans
53113782-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Ring
57067881-43,GREEN,Female,Adult,Outerwear,Coat
57064001-TM,BLUE,Female,Adult,Bottoms,Jeans
57014004-31,BROWN,Female,Adult,Bottoms,Trousers
57017113-99,GREY,Female,Adult,Tops,Blouse
47010105-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Belt
57000003-02,WHITE,Female,Adult,Tops,Shirt
47075937-05,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Cap
47085944-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Gadget
47035870-TM,BLUE,Female,Adult,Bottoms,Jeans
57000166-02,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Wallet
57050188-99,GREY,Female,Adult,Tops,Top
57002885-99,GREY,Female,Adult,Bottoms,Shorts
57074396-65,PURPLE,Female,Adult,Outerwear,Blazer
57012886-01,WHITE,Female,Adult,Tops,Top
57050477-TM,BLUE,Female,Adult,Bottoms,Skirt
57085789-77,RED,Female,Adult,Bottoms,Trousers
57013817-81,PINK,Female,Adult,Tops,Blouse
57005795-56,BLUE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57035974-52,BLUE,Female,Adult,Tops,Shirt
57053809-08,WHITE,Female,Adult,Bottoms,Trousers
57076000-09,WHITE,Female,Adult,Bottoms,Skirt
57095977-49,GREEN,Female,Adult,Tops,Shirt
57053820-43,GREEN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57029101-36,BROWN,Female,Adult,Tops,T-Shirt
57059103-57,BLUE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57856710-99,GREY,Female,Adult,Outerwear,Outer vest
43055769-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Sandals
43057021-01,WHITE,Female,Adult,Bottoms,Jeans
53020610-50,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Handbag
53000578-TC,BLUE,Female,Adult,Bottoms,Jeans
53055708-92,GREY,Female,Adult,Outerwear,Coat
53030751-28,ORANGE,Female,Adult,Accesories_Swim_and_Intimate,Sandals
53030836-01,WHITE,Female,Adult,Tops,T-Shirt
53043753-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Gloves
53025745-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
51001127-99,GREY,Female,Adult,Bottoms,Trousers
57007587-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Ankle_boots
53000586-70,RED,Female,Adult,Bottoms,Jeans
57022877-02,WHITE,Female,Adult,Tops,Shirt
57025924-81,PINK,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57057883-69,BLUE,Female,Adult,Outerwear,Coat
57057686-56,BLUE,Female,Adult,Bottoms,Trousers
57055940-99,GREY,Female,Adult,Outerwear,Jacket
57007895-99,GREY,Female,Adult,Tops,T-Shirt
67010056-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57019089-02,WHITE,Female,Adult,Tops,T-Shirt
47050033-05,WHITE,Female,Adult,Bottoms,Trousers
47005861-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
47078255-01,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Shoulder_bag
57092510-02,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Card_holder
57010760-99,GREY,Female,Adult,Bottoms,Trousers
47099203-05,WHITE,Female,Adult,Bottoms,Trousers
57040363-01,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57052887-01,WHITE,Female,Adult,Tops,Shirt
57013808-02,WHITE,Female,Adult,Bottoms,Jeans
57081169-05,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Hairband
57043816-56,BLUE,Female,Adult,Tops,Cardigan
57035805-95,GREY,Female,Adult,Tops,Cardigan
57085808-56,BLUE,Female,Adult,Bottoms,Skirt
57048273-01,WHITE,Female,Adult,Tops,Cardigan
57097744-30,BROWN,Female,Adult,Bottoms,Trousers
57015815-99,GREY,Female,Adult,Tops,T-Shirt
53093022-02,WHITE,Female,Adult,Tops,Blouse
51090740-99,GREY,Female,Adult,Bottoms,Trousers
53093033-56,BLUE,Female,Adult,Tops,Blouse
53095011-70,RED,Female,Adult,Outerwear,Leather_Jacket
53060833-37,BROWN,Female,Adult,Tops,Blouse
53033714-06,WHITE,Female,Adult,Bottoms,Skirt
53013756-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Beanie
53083762-57,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Kerchief
53033780-70,RED,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53073783-81,PINK,Female,Adult,Accesories_Swim_and_Intimate,Card_holder
53095029-99,GREY,Female,Adult,Tops,Sweater
53065772-76,RED,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57005506-80,PINK,Female,Adult,Accesories_Swim_and_Intimate,Ankle_boots
57015924-52,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Necklace
57065906-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57084379-78,RED,Female,Adult,Accesories_Swim_and_Intimate,Handbag
57085909-94,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57065916-05,WHITE,Female,Adult,Tops,Sweater
57047688-BB,BLUE,Female,Adult,Bottoms,Jeans
57057692-02,WHITE,Female,Adult,Tops,T-Shirt
57037699-17,YELLOW,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57037895-37,BROWN,Female,Adult,Bottoms,Trousers
47061508-01,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Sunglasses
57000002-02,WHITE,Female,Adult,Tops,Shirt
47087824-09,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Sandals
47064042-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Bracelet
47087877-99,GREY,Female,Adult,Tops,Top
57082505-30,BROWN,Female,Adult,Bottoms,Trousers
57000180-01,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Shoulder_bag
57040171-02,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Wallet
57022878-TU,GREY,Female,Adult,Bottoms,Shorts
57050212-43,GREEN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Jumpsuit
57095785-56,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Gloves
57010467-52,BLUE,Female,Adult,Tops,T-Shirt
57000365-99,GREY,Female,Adult,Bottoms,Trousers
57000438-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57040454-81,PINK,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57040457-21,ORANGE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57041086-88,PINK,Female,Adult,Tops,Top
57084770-03,WHITE,Unisex,Adult,Home,Tumblers
57014044-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Necklace
57085987-99,GREY,Female,Adult,Outerwear,Trenchcoat
57031169-08,WHITE,Female,Adult,Tops,Top
57026013-31,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Boots
57065806-52,BLUE,Female,Adult,Tops,Shirt
57021176-37,BROWN,Female,Adult,Bottoms,Trousers
57007912-05,WHITE,Female,Adult,Tops,T-Shirt
57007764-99,GREY,Female,Adult,Tops,Sweater
41029069-83,PINK,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
51040592-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53060602-01,WHITE,Female,Adult,Bottoms,Skirt
53070671-TM,BLUE,Female,Adult,Bottoms,Jeans
51093028-08,WHITE,Female,Adult,Bottoms,Skirt
53083711-95,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53090886-76,RED,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53003723-99,GREY,Female,Adult,Tops,Sweater
53073748-09,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Scarf
53033761-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Handbag
53038815-02,WHITE,Female,Adult,Outerwear,Puffer_coat
57014382-05,WHITE,Female,Adult,Tops,Sweatshirt
57004756-99,GREY,Female,Adult,Tops,Sweater
57025936-99,GREY,Female,Adult,Tops,T-Shirt
57065936-99,GREY,Female,Adult,Bottoms,Trousers
57067108-08,WHITE,Female,Adult,Outerwear,Trenchcoat
47022523-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Necklace
57050068-20,ORANGE,Female,Adult,Accesories_Swim_and_Intimate,Shoulder_bag
57040360-01,WHITE,Female,Adult,Bottoms,Jeans
57020406-52,BLUE,Female,Adult,Bottoms,Skirt
57052883-43,GREEN,Female,Adult,Bottoms,Trousers
57030450-08,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Handbag
57094018-01,WHITE,Female,Adult,Bottoms,Trousers
57064409-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57094024-30,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Belt
57084414-35,BROWN,Female,Adult,Tops,Bodysuit
57055791-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Tights
57004780-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Crossbody_bag
57065793-09,WHITE,Female,Adult,Tops,Sweater
57087708-02,WHITE,Female,Adult,Outerwear,Puffer_coat
57027719-43,GREEN,Female,Adult,Bottoms,Trousers
57087723-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Ankle_boots
57046018-08,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Pyjama_Trousers
57047741-08,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Beanie
57088634-36,BROWN,Female,Adult,Tops,Top
57029105-PL,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57089099-05,WHITE,Female,Adult,Tops,Cardigan
57059103-88,PINK,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57077755-70,RED,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57007778-CO,BROWN,Female,Adult,Tops,Sweater
57029120-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53050624-45,GREEN,Female,Adult,Accesories_Swim_and_Intimate,Handbag
51090637-99,GREY,Female,Adult,Tops,Top
53060547-52,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Handbag
51050641-02,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Jumpsuit
53020753-08,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Shoes
53000874-02,WHITE,Female,Adult,Tops,T-Shirt
53010872-56,BLUE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53090906-02,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Jumpsuit
53055711-17,YELLOW,Female,Adult,Tops,Sweater
53010992-20,ORANGE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53003764-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
53051096-11,YELLOW,Female,Adult,Accesories_Swim_and_Intimate,Swimsuit
53087684-32,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Boots
53055769-99,GREY,Female,Adult,Tops,T-Shirt
57005129-OR,WHITE,Female,Adult,Tops,Top
57007693-91,GREY,Female,Adult,Tops,Sweater
57035785-06,WHITE,Female,Adult,Tops,T-Shirt
